iter loss z0 z1 z2 z3 z4 z5 z6 z7 z8 z9 z10 z11 z12 z13 z14 z15 z16 z17 z18 z19 z20 z21 z22 z23 z24 z25 z26 z27 z28 z29 z30 z31 z32 z33 z34 z35 z36 z37 z38 z39 z40 z41 z42 z43 z44 z45 z46 z47 z48 z49 z50 z51 z52 z53 z54 z55 z56 z57 z58 z59 z60 z61 z62 z63 z64 z65 z66 z67 z68 z69 z70 z71 z72 z73 z74 z75 z76 z77 z78 z79 z80 z81 z82 z83 z84 z85 z86 z87 z88 z89 z90 z91 z92 z93 z94 z95 z96 z97 z98 z99
311 3441.02880859 1.500465806596915641e-01 1.000000000000000000e+00 4.030091654379894806e-01 8.723035783259547316e-02 1.000000000000000000e+00 2.916174507388555881e-01 6.742162978130696871e-01 -7.358355119354200724e-01 -2.638708289693798559e-01 -4.568573108850220166e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -2.455369651622463234e-01 -1.000000000000000000e+00 -3.187874210634618066e-01 8.749769261048641056e-01 -1.566246371635293677e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -5.527240262823427397e-01 5.876926593439391056e-01 -4.946883777928823278e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 6.726494072200102092e-01 2.068833547846500309e-01 -4.030213762776297948e-01 -1.000000000000000000e+00 8.051284054813003799e-01 9.954086128273047507e-01 8.588816177307307953e-01 1.663985839830508517e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.644031196378556992e-01 -1.000000000000000000e+00 1.000000000000000000e+00 8.971855394920567051e-01 3.550686985466675605e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -4.054239567328203897e-01 -3.624901585040949392e-01 -6.961547458786299103e-02 -1.000000000000000000e+00 -6.711082091788700410e-02 5.278545865203188026e-01 -4.780648879843318877e-01 -1.000000000000000000e+00 5.535884775163140148e-01 7.594327748005214040e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.217386179988310779e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -7.206818525512681539e-02 -1.156293806512016520e-01 -1.000000000000000000e+00 1.000000000000000000e+00 9.326015669410265829e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 -5.326255088826070683e-02 8.310189551366811145e-01 -5.209986850493524280e-01 3.411013082195755164e-01 -4.331987179783702846e-01 1.000000000000000000e+00 -6.535253641850431450e-01 1.000000000000000000e+00 5.171422428168712671e-01 8.106871855507051805e-01 6.985677621578361141e-01 -6.184294919199859741e-01 9.173898142450145343e-01 -1.000000000000000000e+00 3.679194508273038178e-01 -1.000000000000000000e+00 3.421647596805996727e-01 -7.688912378616805654e-01 -3.162705413794630882e-01 1.066562772652048796e-01 3.384105850699705709e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.586116901056811912e-01 -9.698566968987996084e-01 -8.089109203870066267e-01 -6.708475143597618651e-01 5.604582270155396007e-01 -8.864133861879963661e-01 -5.218176367565690033e-01
312 3441.01953125 1.556090104416947284e-01 1.000000000000000000e+00 4.003161800895860267e-01 8.928964964798069559e-02 1.000000000000000000e+00 2.877064188630962249e-01 6.796854491199670889e-01 -7.359289801092927519e-01 -2.632486350582670109e-01 -4.586184866935187898e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -2.484429847288269766e-01 -1.000000000000000000e+00 -3.170450824181898497e-01 8.741564611264038831e-01 -1.524450356059765532e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -5.562880906733000952e-01 5.841160498050710359e-01 -4.702157514010840700e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 6.754417255715770008e-01 2.049661670780826839e-01 -3.988624817462009808e-01 -1.000000000000000000e+00 8.056371122651762029e-01 9.926983209443278611e-01 8.548612313552439446e-01 1.713528987737169551e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.641250402503566796e-01 -1.000000000000000000e+00 1.000000000000000000e+00 8.933045991143444553e-01 3.563761636827187385e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -4.030732361558784227e-01 -3.666157177409492540e-01 -6.581789619531264179e-02 -1.000000000000000000e+00 -6.276713894913843461e-02 5.353470053869233691e-01 -4.724484712953234133e-01 -1.000000000000000000e+00 5.526874435308855027e-01 6.975881595347943609e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.175655641046390976e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -7.527153421026633318e-02 -1.181560671780366167e-01 -1.000000000000000000e+00 1.000000000000000000e+00 9.339805118995867517e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 -4.920406038095603840e-02 8.306704152592310209e-01 -5.202349941353250351e-01 3.473534727063711802e-01 -4.353484088522912021e-01 1.000000000000000000e+00 -6.563209950181772001e-01 1.000000000000000000e+00 5.172032742660208626e-01 8.087970694123214344e-01 6.989099504444311606e-01 -6.193376760180657747e-01 9.193453858294180492e-01 -1.000000000000000000e+00 3.701159075986477642e-01 -1.000000000000000000e+00 3.441664417441643309e-01 -7.666002106379892211e-01 -3.187551265379899856e-01 1.096600128261286944e-01 3.445607622842652429e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.560483246033982141e-01 -9.721833029731477005e-01 -8.108699208682992321e-01 -6.758579599620000433e-01 5.569313282160754941e-01 -8.925258532199222827e-01 -5.221576158878094009e-01
313 3441.01123047 1.609486673981885829e-01 1.000000000000000000e+00 3.977795367931058479e-01 9.108959362129098736e-02 1.000000000000000000e+00 2.844054405266129848e-01 6.854211607802032091e-01 -7.359519936612741731e-01 -2.629639737230948793e-01 -4.607898578256541811e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -2.521214953928578861e-01 -1.000000000000000000e+00 -3.155322798629640602e-01 8.733798493922222406e-01 -1.480084584013616755e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -5.598285693200553137e-01 5.799160271374246278e-01 -4.526848402646654890e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 6.779968309411150695e-01 2.033349068106238278e-01 -3.949280624979478738e-01 -1.000000000000000000e+00 8.069892311754665037e-01 9.897260033176280558e-01 8.506223678796231980e-01 1.766114310147037791e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.636743464809762294e-01 -1.000000000000000000e+00 1.000000000000000000e+00 8.891299838578561321e-01 3.580775624353484954e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -4.002510093111504297e-01 -3.709959564490579176e-01 -6.248476906921496266e-02 -1.000000000000000000e+00 -5.980286073173335382e-02 5.419497732418523395e-01 -4.676119641537332949e-01 -1.000000000000000000e+00 5.521609501738566905e-01 6.399806522016349142e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.123461944435761417e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -7.814480405134127672e-02 -1.211857051480669245e-01 -1.000000000000000000e+00 1.000000000000000000e+00 9.360693797259740379e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 -4.488583006118784802e-02 8.307263207089299328e-01 -5.192936502387683895e-01 3.540024728108879248e-01 -4.369464874934003706e-01 1.000000000000000000e+00 -6.590117649830062874e-01 1.000000000000000000e+00 5.172890138886119260e-01 8.067738670451944927e-01 6.993897007796476828e-01 -6.201558824228672329e-01 9.213751647309056381e-01 -1.000000000000000000e+00 3.724129553571227103e-01 -1.000000000000000000e+00 3.458050442095554899e-01 -7.643458414349879604e-01 -3.207616563683861610e-01 1.129598090814341038e-01 3.506820717583758462e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.533641952013567789e-01 -9.746642115029806597e-01 -8.131770874465473753e-01 -6.809614633158938002e-01 5.544560786350365422e-01 -8.981010523657459999e-01 -5.232560388034841470e-01
314 3441.00292969 1.663760959194044986e-01 1.000000000000000000e+00 3.954965624828865600e-01 9.289157719103968702e-02 1.000000000000000000e+00 2.810275631179743883e-01 6.909760487119971373e-01 -7.357804613161533780e-01 -2.631134391219578372e-01 -4.631201058369303070e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -2.565285287170995243e-01 -1.000000000000000000e+00 -3.143128516021533869e-01 8.725376100337598473e-01 -1.436236967251693919e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -5.631049176668996292e-01 5.757672206921240488e-01 -4.375731116933101461e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 6.800270145022613288e-01 2.020865195400167735e-01 -3.917907969330740592e-01 -1.000000000000000000e+00 8.093927735748729368e-01 9.860923565574921668e-01 8.463825749440729851e-01 1.822287240782549667e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.629904402256863172e-01 -1.000000000000000000e+00 1.000000000000000000e+00 8.849815797439077869e-01 3.598722329109953488e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -3.971995416056324224e-01 -3.753179129904471445e-01 -5.937380545083215111e-02 -1.000000000000000000e+00 -5.777339242632439920e-02 5.474792481745527351e-01 -4.641838139525169549e-01 -1.000000000000000000e+00 5.523529628844698891e-01 5.855141792629781072e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.057134640787766422e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -8.122012199667261179e-02 -1.243316715940940842e-01 -1.000000000000000000e+00 1.000000000000000000e+00 9.392138928431235101e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 -4.023368241419444935e-02 8.308887260200599201e-01 -5.186203047158133295e-01 3.604933143187996070e-01 -4.378327668845252152e-01 1.000000000000000000e+00 -6.618853293548454531e-01 1.000000000000000000e+00 5.167622458496312632e-01 8.046480136054015020e-01 7.000290832966129528e-01 -6.207636266896119359e-01 9.237357689686707118e-01 -1.000000000000000000e+00 3.749834354653838187e-01 -1.000000000000000000e+00 3.470512667372531723e-01 -7.621290133793081623e-01 -3.221986179503166792e-01 1.164867714436639279e-01 3.560864644813699353e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.506115551495895488e-01 -9.775794122803325159e-01 -8.158532579986967903e-01 -6.861781661347643446e-01 5.535094225327219508e-01 -9.025261058504838729e-01 -5.251432010194918565e-01
315 3440.99462891 1.717390443221669116e-01 1.000000000000000000e+00 3.935783489245032740e-01 9.467767251408076845e-02 1.000000000000000000e+00 2.774481731155598041e-01 6.964212831895171263e-01 -7.354680423773061193e-01 -2.636233744367248999e-01 -4.656517316330397449e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -2.610166956044126518e-01 -1.000000000000000000e+00 -3.135167585787712596e-01 8.715504003048408777e-01 -1.390525154688453391e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -5.663123369673515040e-01 5.716085776177903810e-01 -4.246568980933451698e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 6.817350070187193634e-01 2.011687418298881980e-01 -3.895151090578479192e-01 -1.000000000000000000e+00 8.122564400832197329e-01 9.817229300388135016e-01 8.419793125449359650e-01 1.877801931248774814e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.623396093095572645e-01 -1.000000000000000000e+00 1.000000000000000000e+00 8.808459799183765426e-01 3.616235394941689218e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -3.940315670758445243e-01 -3.795013739487491655e-01 -5.618382958937218064e-02 -1.000000000000000000e+00 -5.728759443155428954e-02 5.519349114383504951e-01 -4.620462637996787247e-01 -1.000000000000000000e+00 5.528626103623537347e-01 5.363250084404769247e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.979038227734194244e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -8.403768850323722894e-02 -1.277009438149738774e-01 -1.000000000000000000e+00 1.000000000000000000e+00 9.430137050128690746e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 -3.548521552388916867e-02 8.312049801161656148e-01 -5.183254380351800528e-01 3.666423702207144419e-01 -4.381205713751790132e-01 1.000000000000000000e+00 -6.647517875026096590e-01 1.000000000000000000e+00 5.158056479952479734e-01 8.022104944629973033e-01 7.008683288604515838e-01 -6.210821920664133522e-01 9.263589565795502523e-01 -1.000000000000000000e+00 3.776872469730558901e-01 -1.000000000000000000e+00 3.476774723785638344e-01 -7.602146364042710047e-01 -3.229421929952243087e-01 1.203645660465497702e-01 3.604373162369591821e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.476331916095659835e-01 -9.804227037790531618e-01 -8.187598999215879303e-01 -6.913269448043004584e-01 5.538390029235478185e-01 -9.062354777506698156e-01 -5.280015694665423087e-01
316 3440.98681641 1.768333978974263587e-01 1.000000000000000000e+00 3.920472230632832122e-01 9.605908896992332302e-02 1.000000000000000000e+00 2.744325655201160785e-01 7.013949336338161089e-01 -7.350755815600678034e-01 -2.646862217613719093e-01 -4.681935474950993381e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -2.662030973776567944e-01 -1.000000000000000000e+00 -3.130137683110660873e-01 8.707747577282134444e-01 -1.342041120783483699e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -5.701762152826661545e-01 5.672321568665763536e-01 -4.074029739321494148e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 6.833788860085723282e-01 2.002043161510576041e-01 -3.876684243328241131e-01 -1.000000000000000000e+00 8.158638610324850937e-01 9.768583928816951811e-01 8.377842356658220524e-01 1.934171454766562270e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.621996370708722601e-01 -1.000000000000000000e+00 1.000000000000000000e+00 8.769456971349427477e-01 3.631687456721486296e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -3.905893934849609117e-01 -3.839113260379396486e-01 -5.324772411267986172e-02 -1.000000000000000000e+00 -5.726264623882304505e-02 5.555656487467632854e-01 -4.611902507042067167e-01 -1.000000000000000000e+00 5.533478327706689015e-01 4.928563188944878881e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.896540454042182411e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -8.638798346576259668e-02 -1.314040260281521544e-01 -1.000000000000000000e+00 1.000000000000000000e+00 9.478812102950326945e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 -3.068340014820347683e-02 8.312002882258120451e-01 -5.186229566568445470e-01 3.725277011808689753e-01 -4.383295558681077342e-01 1.000000000000000000e+00 -6.675024482610751875e-01 1.000000000000000000e+00 5.150926894814888968e-01 7.998999967767304042e-01 7.014799134940403746e-01 -6.207168250235812756e-01 9.291528907757840017e-01 -1.000000000000000000e+00 3.801249609947088270e-01 -1.000000000000000000e+00 3.471095544337003957e-01 -7.585417115587915760e-01 -3.232526543231235561e-01 1.240898938307453125e-01 3.645914735961122144e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.448722199460462434e-01 -9.830678619879598124e-01 -8.214368793273933989e-01 -6.960103699886397433e-01 5.547507202266450665e-01 -9.088171556159068132e-01 -5.316318499612322501e-01
317 3440.97729492 1.812656584219078937e-01 1.000000000000000000e+00 3.903121289434885455e-01 9.706788116818643175e-02 1.000000000000000000e+00 2.720075475206309434e-01 7.062249303649483778e-01 -7.339370128206610389e-01 -2.660324928972161995e-01 -4.704830620180988632e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -2.716190086982537277e-01 -1.000000000000000000e+00 -3.126559424199513160e-01 8.701407702465075999e-01 -1.290824945003783419e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -5.745314461170012432e-01 5.630737717685958543e-01 -3.882853498989069507e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 6.846630801874515893e-01 1.988836811824787887e-01 -3.858171472561848780e-01 -1.000000000000000000e+00 8.207909919141820332e-01 9.714922607527114451e-01 8.339669116048753494e-01 1.990274750413170146e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.621704428748409477e-01 -1.000000000000000000e+00 1.000000000000000000e+00 8.732675948558608070e-01 3.645114540334837283e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -3.872479950502474288e-01 -3.885488267748020697e-01 -5.020482480767896050e-02 -1.000000000000000000e+00 -5.757714225984233991e-02 5.583070021002487504e-01 -4.617099282933885274e-01 -1.000000000000000000e+00 5.540222567069577053e-01 4.552155247141542738e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.812972665217743362e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -8.798663801346884306e-02 -1.353797303404766783e-01 -1.000000000000000000e+00 1.000000000000000000e+00 9.532788765407316234e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 -2.594250118513952152e-02 8.309951662331904743e-01 -5.194257518849272337e-01 3.781022241865035216e-01 -4.381092251886677946e-01 1.000000000000000000e+00 -6.703247365730931051e-01 1.000000000000000000e+00 5.145109271937231554e-01 7.975863547126209596e-01 7.020463943499635207e-01 -6.194228676737369987e-01 9.323982111797324279e-01 -1.000000000000000000e+00 3.825700948633137255e-01 -1.000000000000000000e+00 3.452189880008518230e-01 -7.568285387933428865e-01 -3.232758842911882535e-01 1.271157951017756194e-01 3.677471628169877160e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.416119199169770582e-01 -9.858546438596511585e-01 -8.236668141184964043e-01 -6.996893500392482590e-01 5.567201480283137105e-01 -9.105691369422856951e-01 -5.361916425394526176e-01
318 3440.96557617 1.848992632725279250e-01 1.000000000000000000e+00 3.883296176894610596e-01 9.788985616978607140e-02 1.000000000000000000e+00 2.699629033138686296e-01 7.108500598783908941e-01 -7.317887764397710271e-01 -2.676059924221820818e-01 -4.725506840482527338e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -2.775807034529138573e-01 -1.000000000000000000e+00 -3.126878352668427397e-01 8.695589081326033920e-01 -1.240180121653771117e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -5.793911408623928505e-01 5.588854376649221578e-01 -3.702336431787633941e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 6.855599087857944252e-01 1.972101025485519799e-01 -3.842397545700264594e-01 -1.000000000000000000e+00 8.271091485216310879e-01 9.657105221995152533e-01 8.307858519929141039e-01 2.041944321961870479e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.619488464116067838e-01 -1.000000000000000000e+00 1.000000000000000000e+00 8.696639420377323404e-01 3.657837126150773610e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -3.840526689734269361e-01 -3.935318593627177286e-01 -4.739335892963936203e-02 -1.000000000000000000e+00 -5.794993613454568759e-02 5.597668190366522634e-01 -4.636355424901956734e-01 -1.000000000000000000e+00 5.550308286474319175e-01 4.218202809055271452e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.729435637977943863e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -8.890455780849770839e-02 -1.394789401333886847e-01 -1.000000000000000000e+00 1.000000000000000000e+00 9.583091392903737571e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 -2.126019638185749905e-02 8.308082414105619762e-01 -5.205665382197994795e-01 3.832624259930785815e-01 -4.370589150956896152e-01 1.000000000000000000e+00 -6.728531206681509502e-01 1.000000000000000000e+00 5.143546029096883743e-01 7.953371182611590484e-01 7.024298599008034216e-01 -6.170029572800816986e-01 9.360356467929324964e-01 -1.000000000000000000e+00 3.854708461709204226e-01 -1.000000000000000000e+00 3.423286470169841778e-01 -7.549231751581828576e-01 -3.225627952176457480e-01 1.294929298495788306e-01 3.700147903281612027e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.378970227127865655e-01 -9.893128257214391930e-01 -8.256670456471510988e-01 -7.028427193355903935e-01 5.598408220815207503e-01 -9.114565420695726061e-01 -5.421649080457797698e-01
319 3440.95507812 1.875675292243252912e-01 1.000000000000000000e+00 3.863018017831301165e-01 9.867005035266629420e-02 1.000000000000000000e+00 2.682336650011771795e-01 7.149051026295243361e-01 -7.292239787961989350e-01 -2.696434945489503132e-01 -4.748019095719033800e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -2.840517711199213036e-01 -1.000000000000000000e+00 -3.133570589889131952e-01 8.689620869408827275e-01 -1.195050399669503882e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -5.848967096759254414e-01 5.546999832106491723e-01 -3.545649196793609903e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 6.863056463035126509e-01 1.955209696634758743e-01 -3.831262964991224429e-01 -1.000000000000000000e+00 8.342400130636087319e-01 9.605575157911516726e-01 8.280920994675398106e-01 2.088895957702567863e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.615045393031970811e-01 -1.000000000000000000e+00 1.000000000000000000e+00 8.657439126545796171e-01 3.668667312225373234e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -3.814403408165980558e-01 -3.987038624232970285e-01 -4.478685316871633404e-02 -1.000000000000000000e+00 -5.796943965361567308e-02 5.601170427744210922e-01 -4.667405223610365805e-01 -1.000000000000000000e+00 5.562093120097415522e-01 3.929352600310864752e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.643134687480555023e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -8.925721587795742984e-02 -1.435288932066518530e-01 -1.000000000000000000e+00 1.000000000000000000e+00 9.626892383000962283e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 -1.683426512559305088e-02 8.301758444531905923e-01 -5.220362790967274513e-01 3.879641493377026240e-01 -4.357113128670555557e-01 1.000000000000000000e+00 -6.751370069760014303e-01 1.000000000000000000e+00 5.148216045739077984e-01 7.933257017812138656e-01 7.025450952369283186e-01 -6.144378946752371284e-01 9.399393906038842061e-01 -1.000000000000000000e+00 3.886045536178979187e-01 -1.000000000000000000e+00 3.386639674245088827e-01 -7.527196505798201542e-01 -3.212235388034334616e-01 1.315344264188695877e-01 3.711307272305128802e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.341889495419309242e-01 -9.931577965586746437e-01 -8.272636370825239283e-01 -7.055674462528125357e-01 5.638455394203509830e-01 -9.116858301367756212e-01 -5.496147920134177856e-01
320 3440.94775391 1.895319988974373260e-01 1.000000000000000000e+00 3.842727933182423783e-01 9.953557527842349373e-02 1.000000000000000000e+00 2.664719390138694521e-01 7.187840048077820398e-01 -7.262351229760497517e-01 -2.720383451475985037e-01 -4.771228757895702444e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -2.909457211687553890e-01 -1.000000000000000000e+00 -3.148072193907864857e-01 8.682760299707297236e-01 -1.154806614772474482e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -5.907589503554875332e-01 5.505412931045254865e-01 -3.379159745135629223e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 6.868005093847704412e-01 1.935787087741394075e-01 -3.823016087294859311e-01 -1.000000000000000000e+00 8.415222585021546742e-01 9.557204014272429049e-01 8.258025779596209759e-01 2.128206529440155315e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.614477516108956401e-01 -1.000000000000000000e+00 1.000000000000000000e+00 8.615712955506751314e-01 3.677633531836839165e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -3.792846189305145721e-01 -4.039079691043458986e-01 -4.206000539716114872e-02 -1.000000000000000000e+00 -5.704852053423525859e-02 5.597266231543318593e-01 -4.706056798479074654e-01 -1.000000000000000000e+00 5.572805121337296441e-01 3.710892287266376321e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.553343307611570800e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -8.929477495687643263e-02 -1.470708410147685274e-01 -1.000000000000000000e+00 1.000000000000000000e+00 9.663950949232242849e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 -1.333853559722553150e-02 8.293299506431530688e-01 -5.238644378366816845e-01 3.922603236105974833e-01 -4.341644606928405370e-01 1.000000000000000000e+00 -6.772781594845582731e-01 1.000000000000000000e+00 5.156375847103022991e-01 7.914474949302530149e-01 7.023311417888180586e-01 -6.116365804460914823e-01 9.440803958256385187e-01 -1.000000000000000000e+00 3.913989134285482674e-01 -1.000000000000000000e+00 3.343195282905071508e-01 -7.500361377133231144e-01 -3.196663938849544362e-01 1.335032570099372595e-01 3.710946980635634329e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.307098958099231822e-01 -9.968864901426548464e-01 -8.282173468473956746e-01 -7.078735543829546284e-01 5.680852885837401889e-01 -9.119563126096181804e-01 -5.582121324482074431e-01
