iter loss z0 z1 z2 z3 z4 z5 z6 z7 z8 z9 z10 z11 z12 z13 z14 z15 z16 z17 z18 z19 z20 z21 z22 z23 z24 z25 z26 z27 z28 z29 z30 z31 z32 z33 z34 z35 z36 z37 z38 z39 z40 z41 z42 z43 z44 z45 z46 z47 z48 z49 z50 z51 z52 z53 z54 z55 z56 z57 z58 z59 z60 z61 z62 z63 z64 z65 z66 z67 z68 z69 z70 z71 z72 z73 z74 z75 z76 z77 z78 z79 z80 z81 z82 z83 z84 z85 z86 z87 z88 z89 z90 z91 z92 z93 z94 z95 z96 z97 z98 z99
215 5098.98681641 -1.000000000000000000e+00 1.000000000000000000e+00 4.655400909964024780e-01 1.000000000000000000e+00 -1.782028307424041724e-01 4.428758911367871587e-01 -1.000000000000000000e+00 -8.110047473128887408e-01 -1.000000000000000000e+00 7.558987413160154212e-01 -1.000000000000000000e+00 -6.137691984222930497e-01 -1.000000000000000000e+00 2.158177598494155358e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -4.303303804092619700e-01 2.500453699639955119e-01 4.918824480965482415e-01 1.000000000000000000e+00 1.938223486895060965e-01 -1.565223064089855676e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 9.996117469563614577e-01 4.478809692900003192e-01 -4.366810734473680622e-01 9.519354003087900917e-01 -9.886726381810149178e-01 -7.925843567566970282e-01 1.000000000000000000e+00 6.400948023370633955e-01 -1.000000000000000000e+00 7.600674933386448728e-01 -9.840477272446150891e-01 7.187632524295985981e-01 1.000000000000000000e+00 -4.932462915886688393e-01 1.000000000000000000e+00 -2.062607707339338958e-01 -2.196510225548635731e-01 -3.125526439559731529e-01 -9.343328355703892640e-01 -1.000000000000000000e+00 5.017572255378743851e-01 1.000000000000000000e+00 1.000000000000000000e+00 5.742053710966210645e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -4.076213543635061054e-01 -9.363362529220466968e-01 -6.597900438832779990e-01 4.737023975216374527e-01 -6.370105854001724133e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.567477415893584247e-01 1.000000000000000000e+00 -3.354981679292947661e-01 -3.711428853919256365e-01 9.973697970781358890e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -2.443949157565925567e-01 -1.000000000000000000e+00 1.637628313523387114e-02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -2.191875272745662517e-01 5.592628631906730874e-01 -6.484486803598144000e-02 3.229865752050093963e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 -7.046345918073255721e-01 1.000000000000000000e+00 7.504900700197085772e-01 1.000000000000000000e+00 2.704322314303417851e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.393620267344667152e-01 -3.961969349805476437e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.384977503277524225e-01 1.000000000000000000e+00 1.000000000000000000e+00 -3.471644271407352544e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00
216 5098.97607422 -1.000000000000000000e+00 1.000000000000000000e+00 4.623846273884206770e-01 1.000000000000000000e+00 -1.766766103900152540e-01 4.448128821373351638e-01 -1.000000000000000000e+00 -8.137169961374255411e-01 -1.000000000000000000e+00 7.572943269135081756e-01 -1.000000000000000000e+00 -6.136997379472324265e-01 -1.000000000000000000e+00 2.183084300368143271e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -4.241517354578290266e-01 2.525662238503763035e-01 4.915975662707565697e-01 1.000000000000000000e+00 1.925432993693596551e-01 -1.583761821084386234e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 9.987249321129638702e-01 4.483783695849896667e-01 -4.391862704042857057e-01 9.546562815622710030e-01 -9.881835369596956298e-01 -7.960539149565646344e-01 1.000000000000000000e+00 6.397173098817634518e-01 -1.000000000000000000e+00 7.603787927695497828e-01 -9.856615572280134074e-01 7.151686674337178751e-01 1.000000000000000000e+00 -4.947910506153974097e-01 1.000000000000000000e+00 -2.067981651634909213e-01 -2.206113726496923277e-01 -3.176672947754237697e-01 -9.328933700113015703e-01 -1.000000000000000000e+00 5.002039925234547102e-01 1.000000000000000000e+00 1.000000000000000000e+00 5.300680059118967336e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -4.136190247122397690e-01 -9.354294765762460884e-01 -6.610362967953746782e-01 4.757452936359272133e-01 -6.389814958673798451e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.606337211206912752e-01 1.000000000000000000e+00 -3.256295228200585257e-01 -3.713854751174563429e-01 9.962104557707789354e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -2.425742129523400514e-01 -1.000000000000000000e+00 1.882026519064461390e-02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -2.183719173388951607e-01 5.632415644990427239e-01 -6.415614340872877186e-02 3.218321603612415149e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 -7.075162291160721484e-01 1.000000000000000000e+00 7.519072108453601633e-01 1.000000000000000000e+00 2.706976348773160179e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.419667727613850072e-01 -4.016885292988481293e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.400445602432056180e-01 1.000000000000000000e+00 1.000000000000000000e+00 -3.473253161131946154e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00
217 5098.96582031 -1.000000000000000000e+00 1.000000000000000000e+00 4.592584603946685551e-01 1.000000000000000000e+00 -1.739038898593860960e-01 4.465300416618951385e-01 -1.000000000000000000e+00 -8.174922088183464997e-01 -1.000000000000000000e+00 7.588030237331637728e-01 -1.000000000000000000e+00 -6.134522751199857904e-01 -1.000000000000000000e+00 2.202247765262661527e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -4.180885391153905672e-01 2.558659511878111914e-01 4.920200931201903494e-01 1.000000000000000000e+00 1.911644881720042655e-01 -1.595949651955357318e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 9.974056005303282291e-01 4.477937478458815512e-01 -4.419219294187193281e-01 9.572007009365879338e-01 -9.879612386139342561e-01 -7.997990226352611476e-01 1.000000000000000000e+00 6.393149346118494059e-01 -1.000000000000000000e+00 7.605971394845232325e-01 -9.872174906122381799e-01 7.111432975511342569e-01 1.000000000000000000e+00 -4.966126474893215459e-01 1.000000000000000000e+00 -2.069377643638290465e-01 -2.219024388250190327e-01 -3.227789886456999824e-01 -9.310059200166183047e-01 -1.000000000000000000e+00 4.989792156770980203e-01 1.000000000000000000e+00 1.000000000000000000e+00 4.804796981735925954e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -4.197412939142635135e-01 -9.347220319577900227e-01 -6.625279027980481850e-01 4.785018494334594141e-01 -6.404658781829186687e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.647741591669976469e-01 1.000000000000000000e+00 -3.156940730112225424e-01 -3.717978102129178009e-01 9.946915305845323019e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -2.406834445389081090e-01 -1.000000000000000000e+00 2.136828086708342234e-02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -2.175497392507665939e-01 5.668614085929615243e-01 -6.453339002397284752e-02 3.204017592483572319e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 -7.104179999890674058e-01 1.000000000000000000e+00 7.528089983289592002e-01 1.000000000000000000e+00 2.706055518857020115e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.448941913267626003e-01 -4.073307082329156170e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.416097883431403748e-01 1.000000000000000000e+00 1.000000000000000000e+00 -3.465918102369254239e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00
218 5098.95605469 -1.000000000000000000e+00 1.000000000000000000e+00 4.561038480155199526e-01 1.000000000000000000e+00 -1.707973495575714207e-01 4.478744828652956311e-01 -1.000000000000000000e+00 -8.222864436939361088e-01 -1.000000000000000000e+00 7.603546907286742318e-01 -1.000000000000000000e+00 -6.133822438314984193e-01 -1.000000000000000000e+00 2.212306540341166805e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -4.117892436527226252e-01 2.599443994722285822e-01 4.933271196033088835e-01 1.000000000000000000e+00 1.896642978199145624e-01 -1.601385909298165267e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 9.958026132371742278e-01 4.460980929088154134e-01 -4.447428810500120289e-01 9.597796460685603659e-01 -9.880560941674048081e-01 -8.038388131165901118e-01 1.000000000000000000e+00 6.388321593700143630e-01 -1.000000000000000000e+00 7.611156213719345587e-01 -9.888278330254252069e-01 7.065686173158973737e-01 1.000000000000000000e+00 -4.986109109005454343e-01 1.000000000000000000e+00 -2.069419284416653682e-01 -2.231582883177551935e-01 -3.277512979854915187e-01 -9.289428898724185757e-01 -1.000000000000000000e+00 4.983067921052841687e-01 1.000000000000000000e+00 1.000000000000000000e+00 4.279156564845543187e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -4.261027202341904907e-01 -9.344562716396467295e-01 -6.640660953021337853e-01 4.818371251207367312e-01 -6.412468953057088861e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.690924858786523099e-01 1.000000000000000000e+00 -3.060097394334704290e-01 -3.724559926402049026e-01 9.926085154220345430e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -2.386350328995008319e-01 -1.000000000000000000e+00 2.423014503341769377e-02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -2.170099556295597143e-01 5.698248472230655892e-01 -6.553435690071807151e-02 3.188150321488640859e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 -7.132580800547201338e-01 1.000000000000000000e+00 7.526538190769260783e-01 1.000000000000000000e+00 2.697688401595506047e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.477919493636144832e-01 -4.131303291108670006e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.432042104954062811e-01 1.000000000000000000e+00 1.000000000000000000e+00 -3.448337268850376613e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00
219 5098.94775391 -1.000000000000000000e+00 1.000000000000000000e+00 4.528703963864624260e-01 1.000000000000000000e+00 -1.674535485434460735e-01 4.489659444939710919e-01 -1.000000000000000000e+00 -8.280586101137104027e-01 -1.000000000000000000e+00 7.621770129864686716e-01 -1.000000000000000000e+00 -6.132861397746329768e-01 -1.000000000000000000e+00 2.214346016435235764e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -4.052626388922844214e-01 2.646465293391564444e-01 4.956575401420919569e-01 1.000000000000000000e+00 1.882667602867207357e-01 -1.601488948472229445e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 9.938578771252650768e-01 4.434358900998094377e-01 -4.476283805534755356e-01 9.623849730079345743e-01 -9.884122739167651162e-01 -8.077520471045771533e-01 1.000000000000000000e+00 6.385595758334434713e-01 -1.000000000000000000e+00 7.620303381157986777e-01 -9.902079854437033646e-01 7.017917516063243433e-01 1.000000000000000000e+00 -5.006570340475562375e-01 1.000000000000000000e+00 -2.068418058370298240e-01 -2.245497550247463892e-01 -3.324658256185326621e-01 -9.269052811092155508e-01 -1.000000000000000000e+00 4.980688852297296965e-01 1.000000000000000000e+00 1.000000000000000000e+00 3.744756220950584691e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -4.324487555172493725e-01 -9.344103437906596810e-01 -6.654432971740802394e-01 4.851297657918707262e-01 -6.415539899316047290e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.732346072905122991e-01 1.000000000000000000e+00 -2.969369467171460997e-01 -3.735140398118870220e-01 9.905211651857825927e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -2.365547995975334494e-01 -1.000000000000000000e+00 2.689883380566393534e-02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -2.165701718966872580e-01 5.723450116979105218e-01 -6.719825955875591283e-02 3.166909840778819873e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 -7.159960426955420676e-01 1.000000000000000000e+00 7.520492081285683472e-01 1.000000000000000000e+00 2.681676708080622529e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.509528525939239696e-01 -4.187573354032101403e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.447571252303360811e-01 1.000000000000000000e+00 1.000000000000000000e+00 -3.424645344561507709e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00
220 5098.93945312 -1.000000000000000000e+00 1.000000000000000000e+00 4.495183042731165646e-01 1.000000000000000000e+00 -1.648868300470638371e-01 4.498990575362362687e-01 -1.000000000000000000e+00 -8.344024707585575573e-01 -1.000000000000000000e+00 7.643676322279149282e-01 -1.000000000000000000e+00 -6.133105049939933107e-01 -1.000000000000000000e+00 2.205870070056341614e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -3.987964308664713187e-01 2.695070473737040118e-01 4.994641439817129047e-01 1.000000000000000000e+00 1.871471624717435667e-01 -1.595696499243763888e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 9.919400111830327660e-01 4.400584767226436433e-01 -4.504235608593141205e-01 9.649663647243105213e-01 -9.890412904642289504e-01 -8.112303331939527684e-01 1.000000000000000000e+00 6.382525172089859034e-01 -1.000000000000000000e+00 7.629936560446344274e-01 -9.911501890674117021e-01 6.973240393567174955e-01 1.000000000000000000e+00 -5.027939613784226935e-01 1.000000000000000000e+00 -2.066314484145550523e-01 -2.258582756985205720e-01 -3.366937614207241580e-01 -9.246130347842740349e-01 -1.000000000000000000e+00 4.985262643526928716e-01 1.000000000000000000e+00 1.000000000000000000e+00 3.193871467484932225e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -4.387937817122986583e-01 -9.340577886905521154e-01 -6.663613377500055002e-01 4.888441740517095457e-01 -6.415091157358676632e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.771431641765296217e-01 1.000000000000000000e+00 -2.888221710743934523e-01 -3.748054459199534616e-01 9.885655051257344894e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -2.345407507343311160e-01 -1.000000000000000000e+00 2.898417541195308367e-02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -2.159279652604297883e-01 5.747223674019945605e-01 -6.929948487155512815e-02 3.142365446669421747e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 -7.187500552839536372e-01 1.000000000000000000e+00 7.513860297959527035e-01 1.000000000000000000e+00 2.653085293632748698e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.540542976299329236e-01 -4.241461280074181328e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.463687143352045528e-01 1.000000000000000000e+00 1.000000000000000000e+00 -3.400797456337680824e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00
221 5098.93261719 -1.000000000000000000e+00 1.000000000000000000e+00 4.460285731606214998e-01 1.000000000000000000e+00 -1.630165297755155063e-01 4.508122289831184570e-01 -1.000000000000000000e+00 -8.405878840968015187e-01 -1.000000000000000000e+00 7.666446081222617615e-01 -1.000000000000000000e+00 -6.135923959355442658e-01 -1.000000000000000000e+00 2.182992796906553234e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -3.925712845132265372e-01 2.745339522398033694e-01 5.039549255571542652e-01 1.000000000000000000e+00 1.863833368651888200e-01 -1.587019859834959412e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 9.901003721461165696e-01 4.357817326326229868e-01 -4.531218773309653169e-01 9.674568013825737278e-01 -9.899975619482574984e-01 -8.145645876860270196e-01 1.000000000000000000e+00 6.381420057519622269e-01 -1.000000000000000000e+00 7.639485866569861727e-01 -9.917438104675966315e-01 6.929341051149457975e-01 1.000000000000000000e+00 -5.049811994532618087e-01 1.000000000000000000e+00 -2.063258442540245596e-01 -2.271231796257424662e-01 -3.403410832558844135e-01 -9.220038933804648451e-01 -1.000000000000000000e+00 5.000184814193906480e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.624097257031898778e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -4.450440099794616966e-01 -9.335951691609807312e-01 -6.667294789699567126e-01 4.932242921535447966e-01 -6.411229130279809674e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.806172940060853715e-01 1.000000000000000000e+00 -2.816796403201848875e-01 -3.764593467556165418e-01 9.870992713767918758e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -2.325445150451828091e-01 -1.000000000000000000e+00 3.054650837924932638e-02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -2.149460808339924700e-01 5.771350432818902476e-01 -7.124558967840299850e-02 3.115610062499902799e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 -7.213909908763069811e-01 1.000000000000000000e+00 7.506970792065603693e-01 1.000000000000000000e+00 2.621117953595522021e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.570806321987910703e-01 -4.291594486024441490e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.480133007809682599e-01 1.000000000000000000e+00 1.000000000000000000e+00 -3.379688736817410000e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00
222 5098.92626953 -1.000000000000000000e+00 1.000000000000000000e+00 4.423798310585349558e-01 1.000000000000000000e+00 -1.619639416675198174e-01 4.515880795939259951e-01 -1.000000000000000000e+00 -8.467122566908600323e-01 -1.000000000000000000e+00 7.689963750401163090e-01 -1.000000000000000000e+00 -6.139065856969556645e-01 -1.000000000000000000e+00 2.150706236743651356e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -3.863275480300698561e-01 2.793776338248470381e-01 5.087610957971988590e-01 1.000000000000000000e+00 1.856475637423193881e-01 -1.576075528537308479e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 9.885689956427086145e-01 4.308635950673678217e-01 -4.556782642003660566e-01 9.699256071427189152e-01 -9.913472289190394804e-01 -8.177077026551613503e-01 1.000000000000000000e+00 6.384736612167958292e-01 -1.000000000000000000e+00 7.647020198677614289e-01 -9.917432212072299080e-01 6.889009731243640466e-01 1.000000000000000000e+00 -5.071121740030619662e-01 1.000000000000000000e+00 -2.059015496961364988e-01 -2.283354475293535302e-01 -3.429962061506781623e-01 -9.191409409637021355e-01 -1.000000000000000000e+00 5.024315114346953326e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.056510909571152013e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -4.511952083889594345e-01 -9.332254139881115407e-01 -6.664113152842232601e-01 4.981784220766798388e-01 -6.406394789336320450e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.837158782519757505e-01 1.000000000000000000e+00 -2.755854062559635054e-01 -3.785113111578153333e-01 9.860984975166502409e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -2.306585467847157567e-01 -1.000000000000000000e+00 3.164256457143133083e-02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -2.135765413021133430e-01 5.798925103785617097e-01 -7.306529503617809063e-02 3.087852626462839201e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 -7.240224672581005994e-01 1.000000000000000000e+00 7.500658658437659998e-01 1.000000000000000000e+00 2.584529868245872830e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.597774718256695703e-01 -4.338926958192350636e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.498832473827688805e-01 1.000000000000000000e+00 1.000000000000000000e+00 -3.363034908028861292e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00
223 5098.91992188 -1.000000000000000000e+00 1.000000000000000000e+00 4.388245879221737145e-01 1.000000000000000000e+00 -1.615510832560829169e-01 4.525359637614705388e-01 -1.000000000000000000e+00 -8.524683345131578438e-01 -1.000000000000000000e+00 7.713602209789329756e-01 -1.000000000000000000e+00 -6.143230984144485429e-01 -1.000000000000000000e+00 2.115018083741240229e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -3.802965973347935957e-01 2.838190315551081255e-01 5.134651982053397568e-01 1.000000000000000000e+00 1.854061383737337643e-01 -1.566799346728635633e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 9.876051480241585523e-01 4.257376761760869321e-01 -4.576928604484116203e-01 9.721399748769872229e-01 -9.927898380410624668e-01 -8.208622759187618190e-01 1.000000000000000000e+00 6.391509730679731938e-01 -1.000000000000000000e+00 7.654767078969575422e-01 -9.914217362505723941e-01 6.853932211528808160e-01 1.000000000000000000e+00 -5.092221614314738076e-01 1.000000000000000000e+00 -2.055969963585084770e-01 -2.295286751250031898e-01 -3.445050037860024617e-01 -9.160658144051598839e-01 -1.000000000000000000e+00 5.056907164612474137e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.448423205985527318e-02 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -4.572082506824484138e-01 -9.333029469344182871e-01 -6.657086450327382998e-01 5.032234895956293474e-01 -6.402230313214078983e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.863601153828561063e-01 1.000000000000000000e+00 -2.701123275617689501e-01 -3.806563691675888261e-01 9.853700441235559992e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -2.289936095437128394e-01 -1.000000000000000000e+00 3.182334909701389769e-02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -2.122565212392644174e-01 5.829232307782543643e-01 -7.467406072024629360e-02 3.058047291246615007e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 -7.267028075742472115e-01 1.000000000000000000e+00 7.498604656912848387e-01 1.000000000000000000e+00 2.544234651059660290e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.622788445392651990e-01 -4.382113019276621113e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.520446482410817257e-01 1.000000000000000000e+00 1.000000000000000000e+00 -3.349213018149679311e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00
224 5098.91113281 -1.000000000000000000e+00 1.000000000000000000e+00 4.352860592320590971e-01 1.000000000000000000e+00 -1.620068262199054754e-01 4.539181677669652526e-01 -1.000000000000000000e+00 -8.584504843711855404e-01 -1.000000000000000000e+00 7.739978899573558557e-01 -1.000000000000000000e+00 -6.146240920334695712e-01 -1.000000000000000000e+00 2.075337944579593863e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -3.738752078109000010e-01 2.879193426369646147e-01 5.181157695888756187e-01 1.000000000000000000e+00 1.856729498640254938e-01 -1.556487552261365259e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 9.871801659755874425e-01 4.205540315833249387e-01 -4.591643720023845798e-01 9.742226796762369911e-01 -9.941246521630091593e-01 -8.238725321346918040e-01 1.000000000000000000e+00 6.400346050000567111e-01 -1.000000000000000000e+00 7.661817618103645700e-01 -9.908672075811182367e-01 6.823530536498219057e-01 1.000000000000000000e+00 -5.112510755999508660e-01 1.000000000000000000e+00 -2.054267748935671989e-01 -2.309083181098330328e-01 -3.453105462410572812e-01 -9.126082311509566836e-01 -1.000000000000000000e+00 5.098851511934461289e-01 1.000000000000000000e+00 1.000000000000000000e+00 8.126245579857638290e-03 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -4.630264169868281154e-01 -9.337971255517913960e-01 -6.648840689053954200e-01 5.086703417804614435e-01 -6.396535860657297512e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.882802329138278719e-01 1.000000000000000000e+00 -2.653005852187604319e-01 -3.826991304729359111e-01 9.848487988856504671e-01 -1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -2.274851537037734239e-01 -1.000000000000000000e+00 3.122470530701471070e-02 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -2.109792859026626832e-01 5.862377584612143977e-01 -7.644695722334460264e-02 3.031905806978605344e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 -7.294604967913527194e-01 1.000000000000000000e+00 7.503542341774791513e-01 1.000000000000000000e+00 2.494333670393380498e-01 1.000000000000000000e+00 1.000000000000000000e+00 2.645074973648442462e-01 -4.422027511794330845e-01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.546349911315529457e-01 1.000000000000000000e+00 1.000000000000000000e+00 -3.338591405258124478e-01 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00
