iter loss z0 z1 z2 z3 z4 z5 z6 z7 z8 z9 z10 z11 z12 z13 z14 z15 z16 z17 z18 z19 z20 z21 z22 z23 z24 z25 z26 z27 z28 z29 z30 z31 z32 z33 z34 z35 z36 z37 z38 z39 z40 z41 z42 z43 z44 z45 z46 z47 z48 z49 z50 z51 z52 z53 z54 z55 z56 z57 z58 z59 z60 z61 z62 z63 z64 z65 z66 z67 z68 z69 z70 z71 z72 z73 z74 z75 z76 z77 z78 z79 z80 z81 z82 z83 z84 z85 z86 z87 z88 z89 z90 z91 z92 z93 z94 z95 z96 z97 z98 z99
210 3298.37353516 2.313889220563396520e-01 1.000000000000000000e+00 -7.552422027392058368e-02 9.365243236516107572e-01 -1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.382697979158534984e-02 3.277329103828841017e-01 1.000000000000000000e+00 9.666356747205868682e-01 9.403590080851942368e-01 1.000000000000000000e+00 -4.143814290578589077e-01 9.156462840887797938e-01 2.157902387826811097e-01 8.755264113788143732e-01 -7.374639542331107300e-01 -1.000000000000000000e+00 -7.584446729179508129e-01 1.797389256576125138e-01 -9.728696654583472991e-01 9.017403149214260338e-01 -8.592165696739786362e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -2.928941312525108476e-01 1.000000000000000000e+00 -1.000000000000000000e+00 2.760014040878535635e-01 1.000000000000000000e+00 1.000000000000000000e+00 5.772262038781177385e-01 5.770327254702145581e-01 8.988202723444782549e-02 5.983513809696887620e-01 8.644954244326541470e-03 4.877370246841805645e-02 1.000000000000000000e+00 -1.000000000000000000e+00 8.476714469941992736e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -7.111638950381935498e-01 9.716797126924126005e-02 1.000000000000000000e+00 1.000000000000000000e+00 1.067745178196994882e-01 3.038725902069359108e-01 1.000000000000000000e+00 -1.000000000000000000e+00 9.999588106802548282e-01 -4.293211416117301837e-01 3.240652599696365321e-01 1.568112266935317578e-02 1.000000000000000000e+00 1.000000000000000000e+00 8.256292028195275634e-01 -6.472784741665449371e-01 7.588300415819506650e-01 5.724291327314268152e-02 1.000000000000000000e+00 2.541128839972639497e-01 3.321957398012265195e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -7.578402787446314459e-01 -1.000000000000000000e+00 -6.224806097229702573e-01 9.406292914399632110e-01 2.772359831468040881e-01 7.715096684144946426e-01 -2.184154595274585553e-01 8.380943474039024288e-01 -4.728236360749069611e-01 -1.000000000000000000e+00 9.930302012842275872e-01 1.000000000000000000e+00 9.677376550152416712e-01 -7.942887284480093513e-01 -1.000000000000000000e+00 -1.715839807377628201e-01 8.518854576983072580e-01 1.000000000000000000e+00 -2.506479527512628369e-01 -5.299256794359288314e-01 -1.000000000000000000e+00 -7.810038555303340235e-01 -1.000000000000000000e+00 9.970962268721450528e-01 -1.000000000000000000e+00 7.974596575432129075e-01 1.000000000000000000e+00 9.336409826937597245e-01 1.000000000000000000e+00
211 3298.37304688 2.328539611512496776e-01 1.000000000000000000e+00 -7.702194623006253238e-02 9.372275597979751183e-01 -1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.345188383299670498e-02 3.291246306424462365e-01 1.000000000000000000e+00 9.678216105261385760e-01 9.419834529340520568e-01 1.000000000000000000e+00 -4.157424651489705081e-01 9.150301313761701749e-01 2.166923430905784986e-01 8.768816527808667161e-01 -7.364736987301268023e-01 -1.000000000000000000e+00 -7.583193905029947945e-01 1.782149414107252472e-01 -9.726044832295883680e-01 9.021001943497140019e-01 -8.588113016870440042e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -2.921160104847200234e-01 1.000000000000000000e+00 -1.000000000000000000e+00 2.768937312549473173e-01 1.000000000000000000e+00 1.000000000000000000e+00 5.750391800074707849e-01 5.799286241215462212e-01 8.956895677725196236e-02 5.989425482766819187e-01 7.790479286294171857e-03 4.827508796162205407e-02 1.000000000000000000e+00 -1.000000000000000000e+00 8.487215715211544609e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -7.109533377160592860e-01 9.478225135711459970e-02 1.000000000000000000e+00 1.000000000000000000e+00 1.081146617843253832e-01 3.012167711485176369e-01 1.000000000000000000e+00 -1.000000000000000000e+00 9.997735001597902738e-01 -4.315759736820510284e-01 3.223683753375259364e-01 1.349483268089501919e-02 1.000000000000000000e+00 1.000000000000000000e+00 8.274086847045509785e-01 -6.485922385356601705e-01 7.585483976155049657e-01 5.592307574951838056e-02 1.000000000000000000e+00 2.546590148146474775e-01 3.306519152402862538e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -7.593782201408678656e-01 -1.000000000000000000e+00 -6.227249618746100168e-01 9.408646496348769261e-01 2.766353812510917720e-01 7.731015433995189756e-01 -2.198345292385774918e-01 8.400121852900421793e-01 -4.723559741611897955e-01 -1.000000000000000000e+00 9.926076225426641031e-01 1.000000000000000000e+00 9.663278716379295474e-01 -7.943393464847758878e-01 -1.000000000000000000e+00 -1.713062089777517283e-01 8.521277883269873232e-01 1.000000000000000000e+00 -2.491405307957965665e-01 -5.280499262707061270e-01 -1.000000000000000000e+00 -7.802739477606241980e-01 -1.000000000000000000e+00 9.971904033313876425e-01 -1.000000000000000000e+00 7.953046737302698066e-01 1.000000000000000000e+00 9.324379501340445131e-01 1.000000000000000000e+00
212 3298.37109375 2.341874674634709663e-01 1.000000000000000000e+00 -7.858436092091469760e-02 9.375427072791353567e-01 -1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.320039105655438583e-02 3.304749306797483133e-01 1.000000000000000000e+00 9.688690164060831389e-01 9.435629203740760751e-01 1.000000000000000000e+00 -4.172416561919376488e-01 9.140855556156566308e-01 2.177165832528020761e-01 8.780858499594614841e-01 -7.354315134952895683e-01 -1.000000000000000000e+00 -7.579567461235019454e-01 1.763076297979850882e-01 -9.722709067082178080e-01 9.028344170533273427e-01 -8.582441675665424263e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -2.912527423863917608e-01 1.000000000000000000e+00 -1.000000000000000000e+00 2.777535015385159678e-01 1.000000000000000000e+00 1.000000000000000000e+00 5.729441675475668294e-01 5.826869412828976635e-01 8.944116879898000860e-02 5.997616390304756351e-01 6.535148190986106442e-03 4.788597158195684322e-02 1.000000000000000000e+00 -1.000000000000000000e+00 8.500673036540586924e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -7.108440298915998934e-01 9.226261470933883047e-02 1.000000000000000000e+00 1.000000000000000000e+00 1.092132292878298383e-01 2.994517577089368388e-01 1.000000000000000000e+00 -1.000000000000000000e+00 9.994229630610789172e-01 -4.336779300830713169e-01 3.201953732267317498e-01 1.123470161795525613e-02 1.000000000000000000e+00 1.000000000000000000e+00 8.292489371337978810e-01 -6.502130423789125313e-01 7.579867453760928964e-01 5.479663469267825882e-02 1.000000000000000000e+00 2.552709046310024377e-01 3.294382670002042879e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -7.611058597219446664e-01 -1.000000000000000000e+00 -6.235201087906716566e-01 9.413848196026624038e-01 2.754634232004011807e-01 7.742196542415904492e-01 -2.207453698760937222e-01 8.421360692154205019e-01 -4.720629360451202849e-01 -1.000000000000000000e+00 9.920483466892164870e-01 1.000000000000000000e+00 9.645047038556526786e-01 -7.942078827363729943e-01 -1.000000000000000000e+00 -1.710730974239262903e-01 8.522808032872204453e-01 1.000000000000000000e+00 -2.479900736073095135e-01 -5.257233551209545830e-01 -1.000000000000000000e+00 -7.795952090068472007e-01 -1.000000000000000000e+00 9.972231039005237108e-01 -1.000000000000000000e+00 7.934993648732684424e-01 1.000000000000000000e+00 9.315232666267547756e-01 1.000000000000000000e+00
213 3298.36962891 2.353995651678815193e-01 1.000000000000000000e+00 -8.022740020705132480e-02 9.376579305007908260e-01 -1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.303260236624907087e-02 3.315503712318339513e-01 1.000000000000000000e+00 9.696796664669677934e-01 9.450207880523309178e-01 1.000000000000000000e+00 -4.188878070267960663e-01 9.131749361090442108e-01 2.190113826346691273e-01 8.789242689745151438e-01 -7.347013837797686797e-01 -1.000000000000000000e+00 -7.571457607282827684e-01 1.741928986780394428e-01 -9.719127046791982139e-01 9.033552002388205437e-01 -8.575199094324008620e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -2.901155428075850029e-01 1.000000000000000000e+00 -1.000000000000000000e+00 2.785235846432418949e-01 1.000000000000000000e+00 1.000000000000000000e+00 5.713768118412103636e-01 5.854697228913003926e-01 8.957758850770414227e-02 6.005932979824137874e-01 5.150409474689254807e-03 4.730728021396557459e-02 1.000000000000000000e+00 -1.000000000000000000e+00 8.512675237360138869e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -7.108404288337302201e-01 9.025855334942667341e-02 1.000000000000000000e+00 1.000000000000000000e+00 1.100592370684674304e-01 2.979689166158436819e-01 1.000000000000000000e+00 -1.000000000000000000e+00 9.989979353777016513e-01 -4.357019007913223163e-01 3.177328080263284171e-01 8.836451226248431823e-03 1.000000000000000000e+00 1.000000000000000000e+00 8.308269265648959845e-01 -6.522421728470575442e-01 7.576495950498614018e-01 5.416394029415960709e-02 1.000000000000000000e+00 2.560339342477941926e-01 3.286964927257023383e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -7.625651536043072110e-01 -1.000000000000000000e+00 -6.245238565966246824e-01 9.420293890624993338e-01 2.742567872372294602e-01 7.748933928408796579e-01 -2.214058367794486948e-01 8.439259312726146156e-01 -4.718458704080039645e-01 -1.000000000000000000e+00 9.913961946920153423e-01 1.000000000000000000e+00 9.627656582505892402e-01 -7.937789885800157208e-01 -1.000000000000000000e+00 -1.709546442809946054e-01 8.524173323390356050e-01 1.000000000000000000e+00 -2.471862120148788922e-01 -5.231784821925438145e-01 -1.000000000000000000e+00 -7.791207592649602720e-01 -1.000000000000000000e+00 9.972084783134960162e-01 -1.000000000000000000e+00 7.922285256272785237e-01 1.000000000000000000e+00 9.308667290315497667e-01 1.000000000000000000e+00
214 3298.37060547 2.365442570039704151e-01 1.000000000000000000e+00 -8.144394043655811544e-02 9.376707591391095775e-01 -1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.296523027292265873e-02 3.323362719773748086e-01 1.000000000000000000e+00 9.702805565488092920e-01 9.463169612514108486e-01 1.000000000000000000e+00 -4.200487276244089241e-01 9.124821056298060284e-01 2.202020435053031466e-01 8.795062840581522323e-01 -7.342888595094092530e-01 -1.000000000000000000e+00 -7.560187017389143893e-01 1.726162632735495084e-01 -9.715760857598070288e-01 9.034792657644175051e-01 -8.567080113410585618e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -2.886351442243590970e-01 1.000000000000000000e+00 -1.000000000000000000e+00 2.791025481902555949e-01 1.000000000000000000e+00 1.000000000000000000e+00 5.704391976005267484e-01 5.881871154104167942e-01 9.048480082888499254e-02 6.010029133249190636e-01 3.746387375239024209e-03 4.636669517068425783e-02 1.000000000000000000e+00 -1.000000000000000000e+00 8.521051961796086704e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -7.107365693263678619e-01 8.951217118186383104e-02 1.000000000000000000e+00 1.000000000000000000e+00 1.103180972176553976e-01 2.964253947347401663e-01 1.000000000000000000e+00 -1.000000000000000000e+00 9.984737211416359060e-01 -4.378644127174666778e-01 3.150915327340659822e-01 6.949845242648411414e-03 1.000000000000000000e+00 1.000000000000000000e+00 8.319060402532159060e-01 -6.544897126616191496e-01 7.576587769927758398e-01 5.415641646831637068e-02 1.000000000000000000e+00 2.570541252522939857e-01 3.282826385267063607e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -7.638818725942904120e-01 -1.000000000000000000e+00 -6.255218191431595187e-01 9.427410401157789721e-01 2.730022015492270526e-01 7.751391858358538389e-01 -2.216606083061187782e-01 8.452269728440380270e-01 -4.717278834575044932e-01 -1.000000000000000000e+00 9.908749825742688699e-01 1.000000000000000000e+00 9.614236462857093102e-01 -7.930010492455039639e-01 -1.000000000000000000e+00 -1.708636918349506484e-01 8.526062165916015179e-01 1.000000000000000000e+00 -2.464547580168645613e-01 -5.204653777153915861e-01 -1.000000000000000000e+00 -7.787815277529166469e-01 -1.000000000000000000e+00 9.971645635946515540e-01 -1.000000000000000000e+00 7.917388322012171020e-01 1.000000000000000000e+00 9.304093910614028573e-01 1.000000000000000000e+00
215 3298.36865234 2.372621651479676075e-01 1.000000000000000000e+00 -8.188861658153800960e-02 9.376662113186284842e-01 -1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.301660021078702378e-02 3.327971165516381280e-01 1.000000000000000000e+00 9.707652819510117492e-01 9.473655117267996140e-01 1.000000000000000000e+00 -4.206133377443179722e-01 9.120302278583949374e-01 2.212867088074903510e-01 8.797510194781352766e-01 -7.340237269026812506e-01 -1.000000000000000000e+00 -7.545493463131169865e-01 1.716425623203676754e-01 -9.711966423583362484e-01 9.031467037152651756e-01 -8.558093710292697942e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -2.870518711674645562e-01 1.000000000000000000e+00 -1.000000000000000000e+00 2.796347471786224670e-01 1.000000000000000000e+00 1.000000000000000000e+00 5.700480615605469925e-01 5.906931004990632061e-01 9.216085666444495672e-02 6.010350521464715712e-01 2.318813059199342774e-03 4.540669141143793830e-02 1.000000000000000000e+00 -1.000000000000000000e+00 8.525458671427526003e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -7.106402815515726612e-01 9.011143453420578098e-02 1.000000000000000000e+00 1.000000000000000000e+00 1.102748338570884723e-01 2.947764044137670680e-01 1.000000000000000000e+00 -1.000000000000000000e+00 9.979250542746740393e-01 -4.400818468313119070e-01 3.123963704191443647e-01 5.634921144097138068e-03 1.000000000000000000e+00 1.000000000000000000e+00 8.325543446076153487e-01 -6.569250266649973025e-01 7.578827752205146151e-01 5.488523063249295397e-02 1.000000000000000000e+00 2.581425066479692276e-01 3.280374342440146584e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -7.650688042165050273e-01 -1.000000000000000000e+00 -6.265289509096874099e-01 9.435572184492588832e-01 2.715168101456786331e-01 7.750083655440385133e-01 -2.215589256706871346e-01 8.461730688140316481e-01 -4.719786080965495678e-01 -1.000000000000000000e+00 9.903714756553654297e-01 1.000000000000000000e+00 9.605365623482953197e-01 -7.917592408375639934e-01 -1.000000000000000000e+00 -1.707954335736425744e-01 8.528527126478080422e-01 1.000000000000000000e+00 -2.458786740028362505e-01 -5.176917838370180824e-01 -1.000000000000000000e+00 -7.784957634116740355e-01 -1.000000000000000000e+00 9.971377916958772403e-01 -1.000000000000000000e+00 7.917736120644163211e-01 1.000000000000000000e+00 9.303106557999853976e-01 1.000000000000000000e+00
216 3298.36791992 2.380643732353746600e-01 1.000000000000000000e+00 -8.187912302482036608e-02 9.376219370619764959e-01 -1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.320478976947184968e-02 3.331366580776837782e-01 1.000000000000000000e+00 9.712038758028798124e-01 9.480836632952347465e-01 1.000000000000000000e+00 -4.205586534731551307e-01 9.116784541961351351e-01 2.219722841674569569e-01 8.796607302865595557e-01 -7.338440747489340943e-01 -1.000000000000000000e+00 -7.526954941295589396e-01 1.714388356963454374e-01 -9.707108920647442574e-01 9.025312273756753711e-01 -8.550432829491430020e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -2.855291663249641676e-01 1.000000000000000000e+00 -1.000000000000000000e+00 2.802948279323549396e-01 1.000000000000000000e+00 1.000000000000000000e+00 5.701272801643340049e-01 5.930814574510598902e-01 9.397970904715702289e-02 6.008318130116094835e-01 6.830269132738209237e-04 4.443303725721547970e-02 1.000000000000000000e+00 -1.000000000000000000e+00 8.524020362891218117e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -7.107093039557772496e-01 9.170973145404337501e-02 1.000000000000000000e+00 1.000000000000000000e+00 1.100132453111066777e-01 2.929702515456824585e-01 1.000000000000000000e+00 -1.000000000000000000e+00 9.969441076900693588e-01 -4.423802790007940189e-01 3.097331091620323384e-01 4.806576652786720416e-03 1.000000000000000000e+00 1.000000000000000000e+00 8.331168821273422509e-01 -6.593064298969906201e-01 7.582991271393442201e-01 5.578091149217789813e-02 1.000000000000000000e+00 2.590555715748319443e-01 3.279036582690415536e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -7.658670677453549569e-01 -1.000000000000000000e+00 -6.272885147841407161e-01 9.444935288383380367e-01 2.700650250515739259e-01 7.744781046961570770e-01 -2.214912918247855522e-01 8.465553000132142181e-01 -4.724932566020361158e-01 -1.000000000000000000e+00 9.899294582617130800e-01 1.000000000000000000e+00 9.601671701583995855e-01 -7.901668636368412990e-01 -1.000000000000000000e+00 -1.706657936895348282e-01 8.530442627530361310e-01 1.000000000000000000e+00 -2.454908211077626579e-01 -5.154892946565277079e-01 -1.000000000000000000e+00 -7.785731971502987125e-01 -1.000000000000000000e+00 9.971079227966583858e-01 -1.000000000000000000e+00 7.922536790493082126e-01 1.000000000000000000e+00 9.304463193475385197e-01 1.000000000000000000e+00
217 3298.3671875 2.390873640283643908e-01 1.000000000000000000e+00 -8.147774566704502064e-02 9.375088545361904835e-01 -1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.351990252976235318e-02 3.334550424868674146e-01 1.000000000000000000e+00 9.715424755289718828e-01 9.484896102454301037e-01 1.000000000000000000e+00 -4.199336584929838079e-01 9.112378960976457165e-01 2.223759022000353358e-01 8.793460365341161378e-01 -7.336728990567036313e-01 -1.000000000000000000e+00 -7.505773795146997163e-01 1.717540681897944399e-01 -9.701332035565428669e-01 9.016204427339289396e-01 -8.543035265596219396e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -2.841122934873834271e-01 1.000000000000000000e+00 -1.000000000000000000e+00 2.811243170773172206e-01 1.000000000000000000e+00 1.000000000000000000e+00 5.706096020558020232e-01 5.955863764081890110e-01 9.576723534733400101e-02 6.003064477190491743e-01 -9.546684439296626579e-04 4.356343994887779125e-02 1.000000000000000000e+00 -1.000000000000000000e+00 8.516447811051233163e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -7.107121316900835151e-01 9.404243047350524520e-02 1.000000000000000000e+00 1.000000000000000000e+00 1.096340129124067087e-01 2.912006114119662925e-01 1.000000000000000000e+00 -1.000000000000000000e+00 9.955384326094645076e-01 -4.445756430979272977e-01 3.073114772185978616e-01 4.292498931623089931e-03 1.000000000000000000e+00 1.000000000000000000e+00 8.336182517773522704e-01 -6.612399015459444751e-01 7.587696404135388928e-01 5.675343781476249738e-02 1.000000000000000000e+00 2.594439427509183105e-01 3.281356436501474683e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -7.662164309410648411e-01 -1.000000000000000000e+00 -6.279931836538708012e-01 9.453749429421254291e-01 2.686610866547400889e-01 7.736134310574407369e-01 -2.216613217137628489e-01 8.463311179802341933e-01 -4.729635580294488939e-01 -1.000000000000000000e+00 9.893594000793655141e-01 1.000000000000000000e+00 9.602296365973757020e-01 -7.885066227063362021e-01 -1.000000000000000000e+00 -1.704896815219976158e-01 8.532057771377081767e-01 1.000000000000000000e+00 -2.453198798177826934e-01 -5.139090503770611384e-01 -1.000000000000000000e+00 -7.789156158228156546e-01 -1.000000000000000000e+00 9.971239250066901150e-01 -1.000000000000000000e+00 7.930434283689733466e-01 1.000000000000000000e+00 9.308482267733779736e-01 1.000000000000000000e+00
218 3298.36743164 2.404508930371775932e-01 1.000000000000000000e+00 -8.077454130206351834e-02 9.373397382746588846e-01 -1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.394705330846760738e-02 3.337165112996907101e-01 1.000000000000000000e+00 9.719356497975100151e-01 9.486133038968334041e-01 1.000000000000000000e+00 -4.194526518909256207e-01 9.105242859491227136e-01 2.226737351430687628e-01 8.789617535730940290e-01 -7.332176991412535649e-01 -1.000000000000000000e+00 -7.484892297380174586e-01 1.725846617087072321e-01 -9.693973118646681542e-01 9.006161368329230754e-01 -8.533773973307208216e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -2.829809329518735428e-01 1.000000000000000000e+00 -1.000000000000000000e+00 2.820055999228292531e-01 1.000000000000000000e+00 1.000000000000000000e+00 5.713352656139163432e-01 5.981742769052083020e-01 9.741549772329971546e-02 5.998726783218444325e-01 -2.529547606874515964e-03 4.276915002420778045e-02 1.000000000000000000e+00 -1.000000000000000000e+00 8.507388105279727331e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -7.108573086540805885e-01 9.624762095512329196e-02 1.000000000000000000e+00 1.000000000000000000e+00 1.093966684829277280e-01 2.899225965583696052e-01 1.000000000000000000e+00 -1.000000000000000000e+00 9.941104616664233617e-01 -4.465761721841445819e-01 3.053804668223780716e-01 4.067985958986941597e-03 1.000000000000000000e+00 1.000000000000000000e+00 8.339464593404954940e-01 -6.627429119427901139e-01 7.591281343539779680e-01 5.722763377124784334e-02 1.000000000000000000e+00 2.591393487552391406e-01 3.283801689695784454e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -7.661041845319480625e-01 -1.000000000000000000e+00 -6.288883463489582937e-01 9.464195597437896623e-01 2.671059462916876015e-01 7.727348085930707544e-01 -2.218530408976939761e-01 8.456947595840840215e-01 -4.736383686392291459e-01 -1.000000000000000000e+00 9.887496971830387338e-01 1.000000000000000000e+00 9.603911186040363646e-01 -7.871455082677130122e-01 -1.000000000000000000e+00 -1.700908721698064507e-01 8.534041427197449625e-01 1.000000000000000000e+00 -2.453343937279559572e-01 -5.129065774352974394e-01 -1.000000000000000000e+00 -7.792970230634541640e-01 -1.000000000000000000e+00 9.971591896851350612e-01 -1.000000000000000000e+00 7.942048637551393231e-01 1.000000000000000000e+00 9.314285601212759502e-01 1.000000000000000000e+00
219 3298.36791992 2.419224029613360472e-01 1.000000000000000000e+00 -8.009422768181284624e-02 9.371485640890568902e-01 -1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.436291005472582150e-02 3.338321155923502648e-01 1.000000000000000000e+00 9.723509373019483260e-01 9.487013973499203168e-01 1.000000000000000000e+00 -4.190246046269308078e-01 9.095247486525295244e-01 2.229398997134171001e-01 8.786039986371179111e-01 -7.324129356211170894e-01 -1.000000000000000000e+00 -7.466346371530125925e-01 1.736267384444645234e-01 -9.687978048550576204e-01 8.995586095720682351e-01 -8.520579605086342490e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -2.821077445801034589e-01 1.000000000000000000e+00 -1.000000000000000000e+00 2.827651719463550872e-01 1.000000000000000000e+00 1.000000000000000000e+00 5.720920503053916750e-01 6.003944260571891789e-01 9.891550553616479391e-02 5.994906130144954659e-01 -3.877588954102506591e-03 4.225602888774360189e-02 1.000000000000000000e+00 -1.000000000000000000e+00 8.497766643193511715e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -7.110033874439201096e-01 9.781728156843660926e-02 1.000000000000000000e+00 1.000000000000000000e+00 1.092270722992318976e-01 2.894095174478366062e-01 1.000000000000000000e+00 -1.000000000000000000e+00 9.927616608256357722e-01 -4.483960295803299800e-01 3.041582698559683884e-01 3.699487605932194612e-03 1.000000000000000000e+00 1.000000000000000000e+00 8.343846920138275891e-01 -6.638345485436942806e-01 7.591662237956373627e-01 5.707250571285249485e-02 1.000000000000000000e+00 2.583616765938909765e-01 3.286273211134349559e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -7.657038607619390813e-01 -1.000000000000000000e+00 -6.296864799001014035e-01 9.477964930455886616e-01 2.657501128013084468e-01 7.719917476382243127e-01 -2.220508826544382863e-01 8.449115781840457196e-01 -4.742200908801241788e-01 -1.000000000000000000e+00 9.880332895161245688e-01 1.000000000000000000e+00 9.603350069173188785e-01 -7.861263372942630667e-01 -1.000000000000000000e+00 -1.696269281540148111e-01 8.536396656423390628e-01 1.000000000000000000e+00 -2.456516500144634296e-01 -5.121946026892154613e-01 -1.000000000000000000e+00 -7.796982849372302571e-01 -1.000000000000000000e+00 9.971825458328567038e-01 -1.000000000000000000e+00 7.957538046530585607e-01 1.000000000000000000e+00 9.320501124093425460e-01 1.000000000000000000e+00
220 3298.3671875 2.436024183148219890e-01 1.000000000000000000e+00 -7.959857641061862665e-02 9.368819113892641326e-01 -1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.473026279370230007e-02 3.338066305940181611e-01 1.000000000000000000e+00 9.728773250120725802e-01 9.487269892320697728e-01 1.000000000000000000e+00 -4.188461987865153002e-01 9.083532194758845435e-01 2.232046903792410664e-01 8.784826129049179144e-01 -7.312037572637319904e-01 -1.000000000000000000e+00 -7.450065207977349946e-01 1.745752205211019703e-01 -9.683230002792697633e-01 8.983664008433152048e-01 -8.505322720578507578e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -2.816582225309371967e-01 1.000000000000000000e+00 -1.000000000000000000e+00 2.834195208753020889e-01 1.000000000000000000e+00 1.000000000000000000e+00 5.728208677874049304e-01 6.021691246694693689e-01 1.002309613034908509e-01 5.991824622979038395e-01 -5.089649172779431296e-03 4.178541648590239355e-02 1.000000000000000000e+00 -1.000000000000000000e+00 8.487872139447329989e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -7.110359715249747747e-01 9.908897832968710517e-02 1.000000000000000000e+00 1.000000000000000000e+00 1.091895183498630129e-01 2.892500828519928291e-01 1.000000000000000000e+00 -1.000000000000000000e+00 9.915673520808923058e-01 -4.498861266076019660e-01 3.033936253840399111e-01 3.231577320125911257e-03 1.000000000000000000e+00 1.000000000000000000e+00 8.349212039570375055e-01 -6.645954532316167285e-01 7.589900230942479009e-01 5.611818744509355916e-02 1.000000000000000000e+00 2.569170540688769933e-01 3.288455849115954344e-01 1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -7.649935940614589480e-01 -1.000000000000000000e+00 -6.302999316608293157e-01 9.494227345321082367e-01 2.647100458596671757e-01 7.714317810344646364e-01 -2.223600325637371533e-01 8.440428594621418590e-01 -4.741358049138288955e-01 -1.000000000000000000e+00 9.872125869339924975e-01 1.000000000000000000e+00 9.598736358256587664e-01 -7.853729757371183950e-01 -1.000000000000000000e+00 -1.691374643571756931e-01 8.538584157072988123e-01 1.000000000000000000e+00 -2.461376205367404868e-01 -5.117615807656883398e-01 -1.000000000000000000e+00 -7.802128896705557981e-01 -1.000000000000000000e+00 9.971600266439963889e-01 -1.000000000000000000e+00 7.974079680052723607e-01 1.000000000000000000e+00 9.326503865377162583e-01 1.000000000000000000e+00
